Region,Employment Status
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Unemployed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Unemployed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Unemployed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Unemployed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Unemployed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Unemployed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Unemployed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Unemployed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Unemployed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Not in the Labor Force
Region XI  (Davao Region),Employed
Region XI  (Davao Region),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Unemployed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Unemployed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Not in the Labor Force
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Employed
Region XII  (SOCCSKSARGEN),Not in the Labor Force
